Message Name | Registration Method | Args | Origin
`WEEKLY_BOSS_UI_UPDATE` | `RegisterMsg` | `()`<br>`(frame,msg)` | induninfo.lua<br>weeklyboss_patterninfo.lua
`FIELD_BOSS_MONSTER_UPDATE` | `RegisterMsg` | `(frame,msg,argStr,argNum)`<br>`(frame,msg)` | induninfo.lua<br>weeklyboss_patterninfo.lua
`FIELD_BOSS_RANKING_UPDATE` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | induninfo.lua
`BORUTA_RANKING_UI_UPDATE` | `RegisterMsg` | `()` | induninfo.lua
`FAVORITE_CHANGE` | `RegisterMsg` | `(frame, msg, groupID)` | induninfo.lua
`OPEN_INDUN_REWARD` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | indun_reward.lua
`INDUN_REWARD_RESULT` | `RegisterMsg` | `(frame, msg, str, arg)` | indun_reward.lua
`ENABLE_RETURN_BUTTON` | `RegisterMsg` | `(f, msg, argStr, argNum)` | indun_reward.lua
`INDUN_REWARD_RESULT_TIME_SET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | indun_reward.lua
`RETURN_PLAYERS_SHORTCUT_CHECK_MSG` | `RegisterMsg` | `(frame, msg, curCnt, maxCnt)` | indun_reward.lua
`OPEN_INDUN_REWARD_HUD` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | indun_reward_hud.lua
`SETTEXT_INDUN_REWARD_HUD` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | indun_reward_hud.lua
`REFRESH_INDUN_REWARD_HUD` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | indun_reward_hud.lua
`CLOSE_INDUN_REWARD_HUD` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | indun_reward_hud.lua
`INGAME_PRIVATE_ALERT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | ingamealert.lua
`INDUN_ASK_PARTY_MATCH` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | ingamealert.lua
`INDUN_ASK_PARTY_MATCH_AUTO_CHALLENGE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | ingamealert.lua
`SOLD_ITEM_NOTICE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | ingamealert.lua
`RECEIVABLE_SILVER_NOTICE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | ingamealert.lua
`RECEIVABLE_TAX_PAYMENT_NOTICE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | ingamealert.lua
`FIELD_BOSS_WORLD_EVENT_RECEIVABLE_ITEM_NOTICE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | ingamealert.lua
`FIELD_BOSS_WORLD_EVENT_RECEIVABLE_SILVER_NOTICE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | ingamealert.lua
`MSG_UPDATE_EVENTBANNER_UI` | `RegisterMsg` | `(frame)` | ingameeventbanner.lua
`DO_OPEN_EVENTBANNER_UI` | `RegisterMsg` | `(frame)` | ingameeventbanner.lua
`EVENTBANNER_SOLODUNGEON` | `RegisterMsg` | `(frame)` | ingameeventbanner.lua
`EVENTBANNER_TEAMBATTLE` | `RegisterMsg` | `(frame, msg, strarg, numarg)` | ingameeventbanner.lua
`EVENTBANNER_USERTYPE` | `RegisterMsg` | `(frame, msg, strarg, numarg)` | ingameeventbanner.lua
`INSTRUMENT_KEYBOARD_OPEN` | `RegisterMsg` | `(frame, msg, type)` | instrument_keyboard.lua
`INSTRUMENT_KEYBOARD_CLOSE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | instrument_keyboard.lua
`INTE_WARP` | `RegisterOpenOnlyMsg` | `(frame, changeDirection)` | inte_warp.lua
`INTE_SKILL_WARP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | inte_warp_detail.lua
`ITEM_LOCK_FAIL` | `RegisterMsg` | `(frame, msg, argStr, agrNum)` | inventory.lua
`EQUIP_ITEM_LIST_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | inventory.lua
`INV_ITEM_LIST_GET` | `RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | inventory.lua
`INV_ITEM_REMOVE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | inventory.lua
`INV_DRAW_MONEY_TEXT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | inventory.lua
`CHANGE_INVINDEX` | `RegisterMsg` | `(frame, msg, fromInvIndex, toInvIndex)` | inventory.lua
`ACCOUNT_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)`<br>`(frame)` | inventory.lua<br>soldierlist.lua
`JUNGTAN_SLOT_UPDATE` | `RegisterMsg` | `(frame, msg, str, itemType)` | inventory.lua<br>joystickquickslot.lua<br>quickslotnexpbar.lua
`EXP_ORB_ITEM_ON` | `RegisterMsg` | `(frame, msg, str, itemType)` | inventory.lua<br>joystickquickslot.lua<br>quickslotnexpbar.lua
`EXP_ORB_ITEM_OFF` | `RegisterMsg` | `(frame, msg, str, itemType)` | inventory.lua<br>joystickquickslot.lua<br>quickslotnexpbar.lua
`EXP_SUB_ORB_ITEM_ON` | `RegisterMsg` | `(frame, msg, str, itemType)` | inventory.lua<br>joystickquickslot.lua<br>quickslotnexpbar.lua
`EXP_SUB_ORB_ITEM_OFF` | `RegisterMsg` | `(frame, msg, str, itemType)` | inventory.lua<br>joystickquickslot.lua<br>quickslotnexpbar.lua
`TOGGLE_ITEM_SLOT_ON` | `RegisterMsg` | `(frame, msg, argstr, argnum)` | inventory.lua<br>joystickquickslot.lua<br>quickslotnexpbar.lua
`TOGGLE_ITEM_SLOT_OFF` | `RegisterMsg` | `(frame, msg, argstr, argnum)` | inventory.lua<br>joystickquickslot.lua<br>quickslotnexpbar.lua
`WEIGHT_UPDATE` | `RegisterOpenOnlyMsg` | `(frame)` | inventory.lua
`SLOTCOUNT_UPDATE` | `RegisterOpenOnlyMsg` | `(frame)` | inventory.lua
`UPDATE_ITEM_APPRAISAL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | inventory.lua
`SWITCH_GENDER_SUCCEED` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | inventory.lua
`RESET_ABILITY_UP` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | inventory.lua<br>skillability.lua<br>skillstat.lua
`APPRAISER_FORGERY` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | inventory.lua
`LOCK_FAIL` | `RegisterMsg` | `(frame, msg, argStr, agrNum)` | inventory.lua
`REFRESH_ITEM_TOOLTIP` | `RegisterOpenOnlyMsg` | `()` | inventory.lua
`TOGGLE_EQUIP_ITEM_TOOLTIP_DESC` | `RegisterMsg` | `()` | inventory.lua
`ABILITY_LIST_GET` | `RegisterOpenOnlyMsg`<br>`RegisterMsg` | `()`<br>`(frame, msg, skillID, argNum)` | inventory.lua<br>skillability.lua<br>weaponswap.lua
`UPDATE_LOCK_STATE` | `RegisterMsg` | `(frame, msg, itemGuid, lockState)` | inventory.lua
`UPDATE_TRUST_POINT` | `RegisterMsg` | `(frame, msg, argStr, trustPoint)` | inventory.lua
`JOURNAL_DETAIL_CRAFT_EXEC_START` | `RegisterMsg` | `(frame, msg, str, time)` | itemCraft.lua
`JOURNAL_DETAIL_CRAFT_EXEC_FAIL` | `RegisterMsg` | `(mainFrame, msg, str, time)` | itemCraft.lua
`JOURNAL_DETAIL_CRAFT_EXEC_SUCCESS` | `RegisterMsg` | `(frame, msg, str, time)` | itemCraft.lua
`RESTQUICKSLOT_CLOSE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemCraft.lua<br>restquickslot.lua
`JOYSTICK_RESTQUICKSLOT_CLOSE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemCraft.lua<br>joystickrestquickslot.lua
`PROGRESS_ITEM_CRAFT_MSG` | `RegisterMsg` | `()` | itemCraft.lua
`SUCCESS_ITEM_AWAKENING` | `RegisterMsg` | `(frame, msg, arg_str, arg_num)` | itemdungeon.lua
`ITEM_PICK` | `RegisterMsg` | `(frame, msg, itemType, itemCount)` | itemmsgqueue.lua
`OPEN_DLG_ITEMOPTIONADD` | `RegisterMsg` | `(frame)` | itemoptionadd.lua
`MSG_SUCCESS_ITEM_OPTION_ADD` | `RegisterMsg` | `(frame)` | itemoptionadd.lua
`OPEN_DLG_ITEMOPTIONEXTRACT` | `RegisterMsg` | `(frame)` | itemoptionextract.lua
`MSG_RUN_SUCCESS_EFFECT` | `RegisterMsg` | `()` | itemoptionextract.lua
`MSG_RUN_FAIL_EFFECT` | `RegisterMsg` | `()` | itemoptionextract.lua
`OPEN_DLG_ITEMOPTIONLEGENDEXTRACT` | `RegisterMsg` | `(frame)` | itemoptionlegendextract.lua
`MSG_SUCCESS_ITEM_OPTION_LEGEND_EXTRACT` | `RegisterMsg` | `(pc, msgname, argStr, argNum)` | itemoptionlegendextract.lua
`MSG_FAIL_ITEM_OPTION_LEGEND_EXTRACT` | `RegisterMsg` | `(frame)` | itemoptionlegendextract.lua
`OPEN_DLG_ITEMOPTIONRELEASE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemoptionrelease.lua
`MSG_SUCCESS_ITEM_OPTION_RELEASE` | `RegisterMsg` | `(frame)` | itemoptionrelease.lua
`OPEN_DLG_ITEMOPTIONRELEASE_RANDOM` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemoptionrelease_random.lua
`MSG_SUCCESS_ITEM_OPTION_RELEASE_RANDOM` | `RegisterMsg` | `(frame)` | itemoptionrelease_random.lua
`ITEMOPTIONRELOCATE_SUCCESS` | `RegisterMsg` | `(pc, msg, dest_guid)` | itemoptionrelocate.lua
`OPEN_DLG_ITEMRANDOMRESET` | `RegisterMsg` | `(frame)` | itemrandomreset.lua
`MSG_SUCCESS_RESET_RANDOM_OPTION` | `RegisterMsg` | `(frame)` | itemrandomreset.lua
`MSG_SUCCESS_REVERT_RANDOM_OPTION` | `RegisterMsg` | `(frame)` | itemrevertrandom.lua
`OPEN_DLG_ITEMRULLET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemrullet.lua
`SUCCESS_REINFORCE_SEAL` | `RegisterMsg` | `(frame, msg, result, argNum)` | itemrullet.lua
`SUCCESS_SANDRA_ONELINE_REVERT_RANDOM_OPTION` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemsandraoneline_revert_random.lua
`MSG_SUCCESS_SANDRAREVERT_RANDOM_OPTION` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemsandrarevertrandom.lua
`SUCCESS_SANDRA_4LINE_REVERT_RANDOM_OPTION` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemsandra_4line_revert_random.lua
`SUCCESS_SANDRA_6LINE_REVERT_RANDOM_OPTION` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemsandra_6line_revert_random.lua
`OPEN_DLG_ITEMTRANSCEND` | `RegisterMsg` | `(frame, msg, argStr, isLegendShop)` | itemtranscend.lua
`OPEN_DLG_ITEMTRANSCEND_BREAK` | `RegisterMsg` | `(frame)` | itemtranscend_break.lua
`OPEN_DLG_ITEMTRANSCEND_REMOVE` | `RegisterMsg` | `(frame, msg, argStr, isLegendShop)` | itemtranscend_remove.lua
`MSG_SUCCESS_UNREVERT_RANDOM_OPTION` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | itemunrevertrandom.lua
`UPDATE_ITEM_CABINET_LIST` | `RegisterMsg` | `(frame)` | item_cabinet.lua
`ITEM_CABINET_SUCCESS_ENCHANT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | item_cabinet.lua
`ITEM_POINT_EXTRACTOR_EXECUTE` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | item_point_extractor.lua<br>propertyshop.lua
`DRAW_ITEM_RESULT` | `RegisterMsg` | `(frame, msg, itemInfoStr, argNum)` | item_result.lua
`JOB_SELECT_GUIDE_OPEN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | job_select_guide.lua
`JOYSTICK_QUICKSLOT_LIST_GET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | joystickquickslot.lua
`JOYSTICK_INPUT` | `RegisterMsg` | `()` | joystickquickslot.lua
`JOYSTICK_RESTQUICKSLOT_OPEN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | joystickrestquickslot.lua
`LAYER_PC_PROP_UPDATE` | `RegisterMsg` | `(frame)` | layerscore.lua
`LAYER_TIME` | `RegisterMsg` | `(frame)` | layerscore.lua
`RESULT_LEGEND_DECOMPOSE` | `RegisterMsg` | `(frame, msg, rewardClassName, rewardCnt)` | legenddecompose.lua
`SUCCESS_LEGEND_PREFIX` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | legendprefix.lua
`FAIL_LEGEND_PREFIX` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | legendprefix.lua
`OPEN_DLG_LEGEND_CRAFT` | `RegisterMsg` | `(frame, msg, argStr)` | legend_craft.lua
`SUCCESS_LEGEND_CRAFT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | legend_craft.lua
`END_LEGEND_CRAFT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | legend_craft.lua
`LEGEND_MISC_EXCHANGE_SUCCESS` | `RegisterMsg` | `(frame, msg, dest_guid)` | legend_misc_exchange.lua
`LETICIA_CUBE_NOT_ENABLE` | `RegisterMsg` | `()` | leticia_cube.lua
`LOCALAREA_ENTER` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | localareaname.lua<br>map.lua
`LOCALAREA_LEAVE` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | localareaname.lua<br>map.lua
`MSG_REMOVE_GEM` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | managegem.lua
`DO_OPEN_MANAGE_GEM_UI` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | managegem.lua
`MSG_MAKE_ITEM_SOCKET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | managegem.lua
`MANU_START` | `RegisterMsg` | `(frame, msg, str, time)` | manufac_renew.lua
`MANU_STOP` | `RegisterMsg` | `(frame)` | manufac_renew.lua
`MANU_END` | `RegisterMsg` | `(frame, msg, madeItemID)` | manufac_renew.lua
`MAP_CHARACTER_UPDATE` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | map.lua<br>map_aos.lua<br>minimap.lua
`REVEAL_ALL` | `RegisterMsg` | `(frame)` | map.lua
`MAP_CHARACTER_ADD` | `RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | map.lua
`MAP_CHARACTER_REMOVE` | `RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | map.lua
`ANGLE_UPDATE` | `RegisterOpenOnlyMsg`<br>`RegisterMsg` | `(frame, msg, argStr, argNum)` | map.lua<br>map_aos.lua<br>minimap.lua<br>questinfoset_2.lua
`WIDEAREA_ENTER` | `RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | map.lua
`WIDEAREA_LEAVE` | `RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | map.lua
`GET_NEW_QUEST` | `RegisterOpenOnlyMsg`<br>`RegisterMsg` | `(frame)`<br>`(frame, msg, argStr, argNum)` | map.lua<br>minimap.lua<br>quest.lua<br>questinfo.lua
`NPC_STATE_UPDATE` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame)` | map.lua<br>minimap.lua
`DESTROY_GUILD_MEMBER_ICON` | `RegisterMsg` | `(frame, msg, guild_member_aid)` | map.lua
`PARTY_INST_UPDATE` | `RegisterOpenOnlyMsg`<br>`RegisterMsg` | `(frame, msg, str, partyType)`<br>`(frame, msg, a, b, c)`<br>`(frame)` | map.lua<br>minimap.lua<br>party.lua<br>partyinfo.lua
`MON_MINIMAP` | `RegisterMsg` | `()` | map.lua<br>minimap.lua
`MON_MINIMAP_END` | `RegisterMsg` | `()` | map.lua<br>minimap.lua
`COLONY_MONSTER` | `RegisterMsg` | `(frame, msg, posStr, monID)` | map.lua<br>minimap.lua
`REMOVE_COLONY_MONSTER` | `RegisterMsg` | `(frame, msg, handlePosStr, monID)` | map.lua<br>minimap.lua
`ON_QUEST_UPDATED` | `RegisterMsg` | `(frame)` | map.lua<br>minimap.lua
`QUEST_DELETED` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame)`<br>`(frame, isFirstOpen)` | map.lua<br>minimap.lua
`VIDEO_CAMERA_OPTION` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | map.lua
`ON_DESTROY_NPC_ICON` | `RegisterMsg` | `(mapframe)` | map.lua<br>minimap.lua
`UPDATE_MGAME_POSITION` | `RegisterOpenOnlyMsg`<br>`RegisterMsg` | `(frame, msg, argstr, argnum)`<br>`()` | map.lua<br>minimap.lua
`MAP_AREA_TEXT` | `RegisterMsg` | `(frame, msg, name, range)` | mapareatext.lua
`AOS_OBJ_ENTER` | `RegisterMsg` | `(frame, msg, str, handle, info)` | map_aos.lua
`AOS_OBJ_LEAVE` | `RegisterMsg` | `(frame, msg, str, handle)` | map_aos.lua
`AOS_POS_UPDATE` | `RegisterMsg` | `(frame, msg, str, handle, info)` | map_aos.lua
`CHANGE_VIEW_FOCUS` | `RegisterMsg` | `(frame, msg, name, handle)` | map_aos.lua
`MAP_EXPLORE_NOTIFY_INIT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | map_explore_notify.lua
`MAP_EXPLORE_NOTIFY_COMPLETE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | map_explore_notify.lua
`OPEN_MAP_RECON` | `RegisterMsg` | `(frame, msg, itemClsName, mapID)` | map_recon.lua
`MAP_RECON_LIST` | `RegisterMsg` | `(frame, msg, strarg, mapID)` | map_recon.lua
`REMOVE_MAP_RECON` | `RegisterMsg` | `(frame, msg, strarg, mapID)` | map_recon.lua
`CLOSE_MAP_RECON` | `RegisterMsg` | `(frame)` | map_recon.lua
`MARKET_ITEM_LIST` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | market.lua<br>market_sell.lua
`OPEN_DLG_MARKET` | `RegisterMsg` | `(frame)` | market.lua
`CABINET_ITEM_LIST` | `RegisterMsg` | `(frame)` | market_cabinet.lua
`MARKET_REGISTER` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | market_sell.lua
`MARKET_SELL_LIST` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | market_sell.lua
`MARKET_MINMAX_INFO` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | market_sell.lua
`RESPONSE_MIN_PRICE` | `RegisterMsg` | `(frame, msg, minPrice, argNum)` | market_sell.lua
`WEB_RELOAD_SELL_LIST` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | market_sell.lua
`UPDATE_MARKET_TRADE_LIMIT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | market_sell.lua
`SUCCESS_LOAD_REGISTERED_ITEM_LIST` | `RegisterMsg` | `(msg)` | market_sell.lua
`MCY_KILL_PC` | `RegisterMsg` | `(frame, msg, str, num)` | mcy_killer.lua
`MCY_MY_KILL` | `RegisterMsg` | `(frame, msg, str, cnt)` | mcy_killmsg.lua<br>pvpmsg.lua
`MCY_KILL_NOTICE` | `RegisterMsg` | `(frame, msg, str, teamID)` | mcy_kill_notice.lua
`MGAME_SCORE_TEXT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | mgamescore.lua
`MGAME_SCORE_RANK` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | mgamescore.lua
`MGAME_ZONE_ENTER` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | mgamescore.lua
`DO_DISAPPEAR_MINEPVP_TIMER` | `RegisterMsg` | `()` | minepvpscoreboard.lua
`START_MINI_TEXT` | `RegisterMsg` | `(frame, msg, str, num)` | minigame.lua
`SEND_MINIGAME_RESULT` | `RegisterMsg` | `(frame, msg, str, num)` | minigame.lua
`RAISE_MINIGAME_EVENT` | `RegisterMsg` | `(frame, msg, remainSec, joinCount)` | minigameevent.lua
`MINIGAME_EVENT_PC_LIST` | `RegisterMsg` | `(frame, msg, joinCount)` | minigameevent.lua
`MINIGAMEEVENT_START` | `RegisterMsg` | `(frame)` | minigameevent.lua
`MINIGAMEEVENT_OUT` | `RegisterMsg` | `(frame)` | minigameevent.lua
`MINIGAMEEVENT_DESTROYED` | `RegisterMsg` | `(frame)` | minigameevent.lua
`PVP_PLAYING_UPDATE` | `RegisterMsg` | `(frame, msg, argStr,argNum)` | minimizedalarm.lua
`PVP_MINE_STATE_UPDATE` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | minimizedalarm.lua
`CASUAL_GAMBLE_START` | `RegisterMsg` | `(frame)` | minimized_casualgamble_button.lua
`CASUAL_GAMBLE_END` | `RegisterMsg` | `(frame)` | minimized_casualgamble_button.lua
`ENTER_GUILD_AGIT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | minimized_guild_housing.lua
`SET_PERSONAL_HOUSE_NAME` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | minimized_personal_housing.lua
`PERSONAL_HOUSING_IS_REALLY_OUT` | `RegisterMsg` | `(frame, msg, argstr, argnum)` | minimized_personal_housing.lua
`MINIMIZED_TUTORIALNOTE_EFFECT_CHECK` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | minimized_tutorialnote_button.lua
`MINIMIZED_TUTORIALNOTE_EFFECT_OFF` | `RegisterMsg` | `(frame)` | minimized_tutorialnote_button.lua
`ITEM_MIX_END` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | mixer.lua
`PC_PROPERTY_UPDATE_TO_MONBASEINFO` | `RegisterMsg` | `(baseFrame, msg, argStr, argNum)` | monsterbaseinfo.lua
`TARGET_CLOSE` | `RegisterMsg` | `(msgFrame, msg, argStr, handle)` | monsterbaseinfo.lua
`TARGET_CLEAR` | `RegisterMsg` | `(msgFrame, msg, argStr, handle)` | monsterbaseinfo.lua<br>targetbuff.lua<br>targetinfo.lua<br>targetspace.lua
`TARGET_UPDATE` | `RegisterMsg` | `(msgFrame, msg, argStr, argNum)` | monsterbaseinfo.lua<br>targetinfo.lua<br>targetinfotoboss.lua
`SPC_TARGET_UPDATE` | `RegisterMsg` | `(msgFrame, msg, argStr, handle)` | monsterbaseinfo.lua
`TARGET_SET` | `RegisterMsg` | `(msgFrame, msg, argStr)`<br>`(frame, msg, argStr, argNum)` | monsterbaseinfo.lua<br>targetbuff.lua<br>targetinfo.lua<br>targetspace.lua
`UPDATE_SDR` | `RegisterMsg` | `(baseFrame, msg, argStr, argNum)` | monsterbaseinfo.lua<br>targetinfo.lua<br>targetinfotoboss.lua
`SHIELD_UPDATE` | `RegisterMsg` | `(msgFrame, msg, str, targetHandle)` | monsterbaseinfo.lua
`SHOW_TARGET_UI` | `RegisterMsg` | `(frame, msg, argStr, handle)` | monsterbaseinfo.lua
`MON_ENTER_SCENE` | `RegisterMsg` | `(frame, msg, str, handle)` | monsterbaseinfo.lua
`TARGET_COLORSET` | `RegisterMsg` | `()` | monsterbaseinfo.lua
`DO_OPEN_MONSTERCARDSLOT_UI` | `RegisterMsg` | `()` | monstercardslot.lua
`MSG_PLAY_LEGENDCARD_OPEN_EFFECT` | `RegisterMsg` | `()` | monstercardslot.lua
`MSG_PLAY_GODDESSCARD_OPEN_EFFECT` | `RegisterMsg` | `()` | monstercardslot.lua
`MON_WEAK_INFO_SET` | `RegisterMsg` | `(frame, msg, iconName, handle)` | monweakinfo.lua
`UPDATE_MON_GUILD_HUD` | `RegisterMsg` | `(frame, msg, strarg, numarg)` | mon_guild_hud.lua
`MYTHIC_DUNGEON_HUD_INFO_INIT` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | mythic_dungeon_hud.lua
`MYTHIC_DUNGEON_HUD_TIMER_INIT` | `RegisterMsg` | `(frame,msg,now_time,total_time)` | mythic_dungeon_hud.lua
`MYTHIC_DUNGEON_HUD_PATTERN_INIT` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | mythic_dungeon_hud.lua
`REFRESH_MYTHIC_DUNGEON_HUD` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | mythic_dungeon_hud.lua
`MYTHIC_DUNGEON_HUD_TIMER_UPDATE` | `RegisterMsg` | `(frame,msg,now_time,end_time)` | mythic_dungeon_hud.lua
`UPDATE_MYTHIC_DUNGEON_SEASON` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | mythic_dungeon_info.lua
`UPDATE_NECRONOMICON_UI` | `RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | necronomicon.lua<br>necronomicon_hud.lua
`DO_OPEN_NECRONOMICON_UI` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | necronomicon.lua
`NOTICE_Dm_timestart` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_5Min` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_3Min` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_2Min` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_1Min` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_30Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_20Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_10Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_5Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_3Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_2Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_1Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefStart5Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefStart4Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefStart3Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefStart2Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefStart1Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefExplan` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefLeft1Min` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefLeft30Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefLeft5Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefLeft4Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefLeft3Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefLeft2Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefLeft1Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefSucces` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_DefFail` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Boss5Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
